country,year,income,life_expectancy,population,four_regions,eight_regions,six_regions
Venezuela,1961,12400,61.7,8460000,americas,america_south,america
Vietnam,1961,1170,54.5,33700000,asia,east_asia_pacific,east_asia_pacific
Yemen,1961,1420,33.9,5260000,asia,asia_west,middle_east_north_africa
Zambia,1961,3050,51.1,3140000,africa,africa_sub_saharan,sub_saharan_africa
Zimbabwe,1961,2050,54.3,3870000,africa,africa_sub_saharan,sub_saharan_africa
Afghanistan,1962,1200,40.1,9350000,asia,asia_west,south_asia
Albania,1962,2910,64.6,1740000,europe,europe_east,europe_central_asia
Algeria,1962,4520,53.2,11700000,africa,africa_north,middle_east_north_africa
Andorra,1962,17800,NA,15400,europe,europe_west,europe_central_asia
Angola,1962,4130,43.6,5870000,africa,africa_sub_saharan,sub_saharan_africa
Antigua and Barbuda,1962,4640,63.8,57100,americas,america_north,america
Argentina,1962,9190,64.3,21300000,americas,america_south,america
Armenia,1962,2640,62.7,2010000,europe,europe_east,europe_central_asia
Australia,1962,14700,71.3,10700000,asia,east_asia_pacific,east_asia_pacific
Austria,1962,12900,69.5,7160000,europe,europe_west,europe_central_asia
Azerbaijan,1962,5350,58.5,4170000,europe,europe_east,europe_central_asia
Bahamas,1962,16400,62.6,121000,americas,america_north,america
Bahrain,1962,23500,55.6,173000,asia,asia_west,middle_east_north_africa
Bangladesh,1962,1070,44.9,51000000,asia,asia_west,south_asia
Barbados,1962,5830,65.6,233000,americas,america_north,america
Belarus,1962,4150,70,8340000,europe,europe_east,europe_central_asia
Belgium,1962,13700,70.2,9280000,europe,europe_west,europe_central_asia
Belize,1962,2060,61.9,97400,americas,america_north,america
Benin,1962,1130,42.2,2500000,africa,africa_sub_saharan,sub_saharan_africa
Bhutan,1962,972,42.9,235000,asia,asia_west,south_asia
Bolivia,1962,2770,47.1,3840000,americas,america_south,america
Bosnia and Herzegovina,1962,1790,61.9,3350000,europe,europe_east,europe_central_asia
Botswana,1962,1000,52.9,551000,africa,africa_sub_saharan,sub_saharan_africa
Brazil,1962,4830,57.9,76600000,americas,america_south,america
Brunei,1962,69300,62.1,89500,asia,east_asia_pacific,east_asia_pacific
Bulgaria,1962,5490,69.3,8020000,europe,europe_east,europe_central_asia
Burkina Faso,1962,717,39.8,4960000,africa,africa_sub_saharan,sub_saharan_africa
Burundi,1962,580,42.7,2890000,africa,africa_sub_saharan,sub_saharan_africa
Cambodia,1962,1570,44.3,6030000,asia,east_asia_pacific,east_asia_pacific
Cameroon,1962,1870,47.2,5400000,africa,africa_sub_saharan,sub_saharan_africa
Canada,1962,15300,71.4,18700000,americas,america_north,america
Cape Verde,1962,879,53.9,211000,africa,africa_sub_saharan,sub_saharan_africa
Central African Republic,1962,1380,42.5,1560000,africa,africa_sub_saharan,sub_saharan_africa
Chad,1962,1520,45.3,3120000,africa,africa_sub_saharan,sub_saharan_africa
Chile,1962,6210,59,8070000,americas,america_south,america
China,1962,569,43.5,680000000,asia,east_asia_pacific,east_asia_pacific
Colombia,1962,3590,62.2,17500000,americas,america_south,america
Comoros,1962,1080,47.1,197000,africa,africa_sub_saharan,sub_saharan_africa
"Congo, Dem. Rep.",1962,2170,47.1,16000000,africa,africa_sub_saharan,sub_saharan_africa
"Congo, Rep.",1962,2400,46,1090000,africa,africa_sub_saharan,sub_saharan_africa
Costa Rica,1962,4380,64.6,1430000,americas,america_north,america
Cote d'Ivoire,1962,2630,44.1,3840000,africa,africa_sub_saharan,sub_saharan_africa
Croatia,1962,8020,65.1,4250000,europe,europe_east,europe_central_asia
Cuba,1962,9490,67,7450000,americas,america_north,america
Cyprus,1962,5980,68.3,578000,europe,europe_west,europe_central_asia
Czech Republic,1962,12400,70,9690000,europe,europe_east,europe_central_asia
Denmark,1962,17000,72.3,4650000,europe,europe_west,europe_central_asia
Djibouti,1962,3740,53.8,94200,africa,africa_north,middle_east_north_africa
Dominica,1962,2470,NA,62000,americas,america_north,america
Dominican Republic,1962,2850,58.7,3520000,americas,america_north,america
Ecuador,1962,4570,59,4810000,americas,america_south,america
Egypt,1962,2080,48.6,28500000,africa,africa_north,middle_east_north_africa
El Salvador,1962,4340,54.7,2930000,americas,america_north,america
Equatorial Guinea,1962,782,41.2,263000,africa,africa_sub_saharan,sub_saharan_africa
Eritrea,1962,948,42,1470000,africa,africa_sub_saharan,sub_saharan_africa
Estonia,1962,7580,69.7,1250000,europe,europe_east,europe_central_asia
Ethiopia,1962,678,40.4,23200000,africa,africa_sub_saharan,sub_saharan_africa
Fiji,1962,3590,60.8,422000,asia,east_asia_pacific,east_asia_pacific
Finland,1962,11600,68.5,4500000,europe,europe_east,europe_central_asia
France,1962,12800,70.8,47100000,europe,europe_west,europe_central_asia
Gabon,1962,1880,44.7,510000,africa,africa_sub_saharan,sub_saharan_africa
Gambia,1962,1300,46.3,384000,africa,africa_sub_saharan,sub_saharan_africa
Georgia,1962,3440,61.7,4150000,europe,europe_east,europe_central_asia
Germany,1962,15800,69.9,74500000,europe,europe_west,europe_central_asia
Ghana,1962,2320,51.8,7090000,africa,africa_sub_saharan,sub_saharan_africa
Greece,1962,6840,71.2,8350000,europe,europe_west,europe_central_asia
Grenada,1962,2170,64,92400,americas,america_north,america
Guatemala,1962,3360,45.7,4460000,americas,america_north,america
Guinea,1962,891,42.8,3690000,africa,africa_sub_saharan,sub_saharan_africa
Guinea-Bissau,1962,1310,39.3,630000,africa,africa_sub_saharan,sub_saharan_africa
Guyana,1962,3120,59.7,606000,americas,america_south,america
Haiti,1962,2320,42,4020000,americas,america_north,america
Honduras,1962,2540,51.6,2160000,americas,america_north,america
Hungary,1962,10000,67.9,10100000,europe,europe_east,europe_central_asia
Iceland,1962,11600,73.8,183000,europe,europe_west,europe_central_asia
India,1962,1040,43,468000000,asia,asia_west,south_asia
Indonesia,1962,1790,47.5,92600000,asia,east_asia_pacific,east_asia_pacific
Iran,1962,5710,50,23100000,asia,asia_west,middle_east_north_africa
Iraq,1962,6710,52.3,7670000,asia,asia_west,middle_east_north_africa
Ireland,1962,8460,70.2,2820000,europe,europe_west,europe_central_asia
Israel,1962,7910,67.9,2260000,asia,asia_west,middle_east_north_africa
Italy,1962,11600,69.1,50500000,europe,europe_west,europe_central_asia
Jamaica,1962,5550,65.8,1680000,americas,america_north,america
Japan,1962,5790,68.9,95500000,asia,east_asia_pacific,east_asia_pacific
Jordan,1962,4560,55.9,1010000,asia,asia_west,middle_east_north_africa
Kazakhstan,1962,8910,60.4,10800000,asia,asia_west,europe_central_asia
Kenya,1962,1850,52.4,8630000,africa,africa_sub_saharan,sub_saharan_africa
Kiribati,1962,3020,50.8,43300,asia,east_asia_pacific,east_asia_pacific
Kuwait,1962,23700,64.7,338000,asia,asia_west,middle_east_north_africa
Kyrgyz Republic,1962,2890,56.4,2320000,asia,asia_west,europe_central_asia
Lao,1962,1260,40.2,2220000,asia,east_asia_pacific,east_asia_pacific
Latvia,1962,5790,69.8,2190000,europe,europe_east,europe_central_asia
Lebanon,1962,9570,64.3,1930000,asia,asia_west,middle_east_north_africa
Lesotho,1962,636,53.6,882000,africa,africa_sub_saharan,sub_saharan_africa
Liberia,1962,1740,42.1,1170000,africa,africa_sub_saharan,sub_saharan_africa
Libya,1962,16600,53.4,1550000,africa,africa_north,middle_east_north_africa
Lithuania,1962,9530,69.4,2850000,europe,europe_east,europe_central_asia
Luxembourg,1962,23300,69.1,321000,europe,europe_west,europe_central_asia
"Macedonia, FYR",1962,4220,62.9,1530000,europe,europe_east,europe_central_asia
Madagascar,1962,2290,46,5350000,africa,africa_sub_saharan,sub_saharan_africa
Malawi,1962,526,40.8,3780000,africa,africa_sub_saharan,sub_saharan_africa
Malaysia,1962,3230,60.7,8690000,asia,east_asia_pacific,east_asia_pacific
Maldives,1962,1140,33.4,94900,asia,asia_west,south_asia
Mali,1962,815,34.5,5380000,africa,africa_sub_saharan,sub_saharan_africa
Malta,1962,2720,67.3,315000,europe,europe_west,europe_central_asia
Marshall Islands,1962,1780,NA,15500,asia,east_asia_pacific,east_asia_pacific
Mauritania,1962,1890,49.1,909000,africa,africa_sub_saharan,sub_saharan_africa
Mauritius,1962,3240,58.6,698000,africa,africa_sub_saharan,sub_saharan_africa
Mexico,1962,6210,58.9,40600000,americas,america_north,america
"Micronesia, Fed. Sts.",1962,1480,56.8,47400,asia,east_asia_pacific,east_asia_pacific
Moldova,1962,3890,60.5,3150000,europe,europe_east,europe_central_asia
Monaco,1962,18700,NA,23000,europe,europe_west,europe_central_asia
Mongolia,1962,1290,49.5,1010000,asia,east_asia_pacific,east_asia_pacific
Montenegro,1962,6930,67.5,510000,europe,europe_east,europe_central_asia
Morocco,1962,2000,51.7,13100000,africa,africa_north,middle_east_north_africa
Mozambique,1962,496,42.9,7700000,africa,africa_sub_saharan,sub_saharan_africa
Myanmar,1962,861,42.1,21900000,asia,east_asia_pacific,east_asia_pacific
Namibia,1962,5140,53,633000,africa,africa_sub_saharan,sub_saharan_africa
Nauru,1962,18100,NA,4950,asia,east_asia_pacific,east_asia_pacific
Nepal,1962,971,44.9,10400000,asia,asia_west,south_asia
Netherlands,1962,13700,73.3,11800000,europe,europe_west,europe_central_asia
New Zealand,1962,16700,71.4,2480000,asia,east_asia_pacific,east_asia_pacific
Nicaragua,1962,4770,52.3,1890000,americas,america_north,america
Niger,1962,1330,42.3,3590000,africa,africa_sub_saharan,sub_saharan_africa
Nigeria,1962,3590,50.5,47000000,africa,africa_sub_saharan,sub_saharan_africa
North Korea,1962,1590,58.3,11900000,asia,east_asia_pacific,east_asia_pacific
Norway,1962,16700,73.4,3640000,europe,europe_west,europe_central_asia
Oman,1962,5430,44.6,579000,asia,asia_west,middle_east_north_africa
Pakistan,1962,1310,51.1,47100000,asia,asia_west,south_asia
Palau,1962,17900,NA,10200,asia,east_asia_pacific,east_asia_pacific
Palestine,1962,1110,56,1130000,asia,asia_west,middle_east_north_africa
Panama,1962,4630,64.3,1200000,americas,america_north,america
Papua New Guinea,1962,1190,46,2090000,asia,east_asia_pacific,east_asia_pacific
Paraguay,1962,3130,68,2010000,americas,america_south,america
Peru,1962,5900,43.8,10700000,americas,america_south,america
Philippines,1962,2710,60.4,28100000,asia,east_asia_pacific,east_asia_pacific
Poland,1962,6590,67.6,30400000,europe,europe_west,europe_central_asia
Portugal,1962,6160,64.6,8940000,europe,europe_west,europe_central_asia
Qatar,1962,24500,61.8,56300,asia,asia_west,middle_east_north_africa
Romania,1962,6650,67.3,18900000,europe,europe_east,europe_central_asia
Russia,1962,11500,68.1,123000000,europe,europe_east,europe_central_asia
Rwanda,1962,673,44.8,3050000,africa,africa_sub_saharan,sub_saharan_africa
Samoa,1962,3420,59.5,116000,asia,east_asia_pacific,east_asia_pacific
San Marino,1962,15300,NA,16200,europe,europe_west,europe_central_asia
Sao Tome and Principe,1962,1420,53.7,64400,africa,africa_sub_saharan,sub_saharan_africa
Saudi Arabia,1962,13800,56.3,4360000,asia,asia_west,middle_east_north_africa
Senegal,1962,2090,46,3390000,africa,africa_sub_saharan,sub_saharan_africa
Serbia,1962,7220,66,7670000,europe,europe_east,europe_central_asia
Seychelles,1962,5880,62.1,43400,africa,africa_sub_saharan,sub_saharan_africa
Sierra Leone,1962,1310,39.8,2360000,africa,africa_sub_saharan,sub_saharan_africa
Singapore,1962,5370,66.8,1740000,asia,east_asia_pacific,east_asia_pacific
Slovak Republic,1962,9150,70.4,4250000,europe,europe_east,europe_central_asia
Slovenia,1962,8520,67.8,1610000,europe,europe_east,europe_central_asia
Solomon Islands,1962,1150,50.5,125000,asia,east_asia_pacific,east_asia_pacific
Somalia,1962,1270,45.3,2870000,africa,africa_sub_saharan,sub_saharan_africa
South Africa,1962,8130,53.6,18400000,africa,africa_sub_saharan,sub_saharan_africa
South Korea,1962,1150,55.1,26800000,asia,east_asia_pacific,east_asia_pacific
South Sudan,1962,2500,43.6,3070000,africa,africa_sub_saharan,sub_saharan_africa
Spain,1962,7140,69.4,31200000,europe,europe_west,europe_central_asia
Sri Lanka,1962,1890,60.9,10400000,asia,asia_west,south_asia
St. Kitts and Nevis,1962,3920,NA,51000,americas,america_north,america
St. Lucia,1962,2520,61.2,92100,americas,america_north,america
St. Vincent and the Grenadines,1962,3080,59.9,83200,americas,america_north,america
Sudan,1962,2320,49.3,8000000,africa,africa_sub_saharan,sub_saharan_africa
Suriname,1962,7270,61.5,306000,americas,america_south,america
Swaziland,1962,2510,47.7,366000,africa,africa_sub_saharan,sub_saharan_africa
Sweden,1962,16600,73.2,7580000,europe,europe_west,europe_central_asia
Switzerland,1962,29600,71.2,5500000,europe,europe_west,europe_central_asia
Syria,1962,2930,58.5,4880000,asia,asia_west,middle_east_north_africa
Tajikistan,1962,3530,53.6,2240000,asia,asia_west,europe_central_asia
Tanzania,1962,1100,49,10700000,africa,africa_sub_saharan,sub_saharan_africa
Thailand,1962,1640,58.7,29100000,asia,east_asia_pacific,east_asia_pacific
Timor-Leste,1962,722,38.2,518000,asia,east_asia_pacific,east_asia_pacific
Togo,1962,1300,45.9,1610000,africa,africa_sub_saharan,sub_saharan_africa
Tonga,1962,1580,62.7,66300,asia,east_asia_pacific,east_asia_pacific
Trinidad and Tobago,1962,8420,64.1,880000,americas,america_north,america
Tunisia,1962,2250,48.3,4300000,africa,africa_north,middle_east_north_africa
Turkey,1962,5050,50.8,28800000,europe,europe_east,europe_central_asia
Turkmenistan,1962,7380,53.1,1720000,asia,asia_west,europe_central_asia
Tuvalu,1962,1600,NA,6390,asia,east_asia_pacific,east_asia_pacific
Uganda,1962,861,46.4,7240000,africa,africa_sub_saharan,sub_saharan_africa
Ukraine,1962,5810,69.1,43700000,europe,europe_east,europe_central_asia
United Arab Emirates,1962,2220,57.2,112000,asia,asia_west,middle_east_north_africa
United Kingdom,1962,14000,70.8,53200000,europe,europe_west,europe_central_asia
United States,1962,19000,70.2,192000000,americas,america_north,america
Uruguay,1962,7730,68.2,2600000,americas,america_south,america
Uzbekistan,1962,2480,60.2,9140000,asia,asia_west,europe_central_asia
Vanuatu,1962,1510,51.5,67800,asia,east_asia_pacific,east_asia_pacific
Venezuela,1962,12500,62.4,8790000,americas,america_south,america
Vietnam,1962,1270,55,34700000,asia,east_asia_pacific,east_asia_pacific
Yemen,1962,1430,34.9,5350000,asia,asia_west,middle_east_north_africa
Zambia,1962,2970,51.5,3240000,africa,africa_sub_saharan,sub_saharan_africa
Zimbabwe,1962,2030,54.6,4000000,africa,africa_sub_saharan,sub_saharan_africa
Afghanistan,1963,1190,40.8,9530000,asia,asia_west,south_asia
Albania,1963,3010,65.3,1790000,europe,europe_east,europe_central_asia
Algeria,1963,5590,53.8,12000000,africa,africa_north,middle_east_north_africa
Andorra,1963,19200,NA,16400,europe,europe_west,europe_central_asia
Angola,1963,4280,44.3,5980000,africa,africa_sub_saharan,sub_saharan_africa
Antigua and Barbuda,1963,4750,64.2,58300,americas,america_north,america
Argentina,1963,8820,64.3,21600000,americas,america_south,america
Armenia,1963,2540,63.1,2080000,europe,europe_east,europe_central_asia
Australia,1963,15400,71.4,10900000,asia,east_asia_pacific,east_asia_pacific
Austria,1963,13300,69.6,7210000,europe,europe_west,europe_central_asia
Azerbaijan,1963,5160,58.9,4320000,europe,europe_east,europe_central_asia
Bahamas,1963,17200,62.9,127000,americas,america_north,america
Bahrain,1963,24100,57,178000,asia,asia_west,middle_east_north_africa
Bangladesh,1963,1160,45.3,52500000,asia,asia_west,south_asia
Barbados,1963,5510,66.1,234000,americas,america_north,america
Belarus,1963,3990,70.6,8410000,europe,europe_east,europe_central_asia
Belgium,1963,14100,70,9340000,europe,europe_west,europe_central_asia
Belize,1963,2080,62.4,100000,americas,america_north,america
Benin,1963,1160,42.8,2540000,africa,africa_sub_saharan,sub_saharan_africa
Bhutan,1963,983,43.4,241000,asia,asia_west,south_asia
Bolivia,1963,2880,47.5,3910000,americas,america_south,america
Bosnia and Herzegovina,1963,1940,62.5,3420000,europe,europe_east,europe_central_asia
Botswana,1963,1020,53.3,565000,africa,africa_sub_saharan,sub_saharan_africa
Brazil,1963,4700,58.4,78900000,americas,america_south,america
Brunei,1963,70500,62.6,93600,asia,east_asia_pacific,east_asia_pacific
Bulgaria,1963,5700,70.1,8090000,europe,europe_east,europe_central_asia
Burkina Faso,1963,702,40.4,5030000,africa,africa_sub_saharan,sub_saharan_africa
Burundi,1963,596,43,2950000,africa,africa_sub_saharan,sub_saharan_africa
Cambodia,1963,1650,44.5,6180000,asia,east_asia_pacific,east_asia_pacific
Cameroon,1963,1910,47.7,5520000,africa,africa_sub_saharan,sub_saharan_africa
Canada,1963,15800,71.4,19000000,americas,america_north,america
Cape Verde,1963,895,54.1,217000,africa,africa_sub_saharan,sub_saharan_africa
Central African Republic,1963,1350,43,1590000,africa,africa_sub_saharan,sub_saharan_africa
Chad,1963,1470,45.7,3180000,africa,africa_sub_saharan,sub_saharan_africa
Chile,1963,6450,59.5,8250000,americas,america_south,america
China,1963,638,50.7,692000000,asia,east_asia_pacific,east_asia_pacific
Colombia,1963,3590,62.7,18000000,americas,america_south,america
Comoros,1963,1280,47.6,200000,africa,africa_sub_saharan,sub_saharan_africa
"Congo, Dem. Rep.",1963,2160,47.4,16500000,africa,africa_sub_saharan,sub_saharan_africa
"Congo, Rep.",1963,2230,46.4,1120000,africa,africa_sub_saharan,sub_saharan_africa
Costa Rica,1963,4600,65.2,1480000,americas,america_north,america
Cote d'Ivoire,1963,2880,44.9,4000000,africa,africa_sub_saharan,sub_saharan_africa
Croatia,1963,8760,65.5,4280000,europe,europe_east,europe_central_asia
Cuba,1963,9460,67.6,7620000,americas,america_north,america
Cyprus,1963,6220,68.5,578000,europe,europe_west,europe_central_asia
Czech Republic,1963,12100,70.5,9740000,europe,europe_east,europe_central_asia
Denmark,1963,17000,72.4,4690000,europe,europe_west,europe_central_asia
Djibouti,1963,3770,54.4,101000,africa,africa_north,middle_east_north_africa
Dominica,1963,2500,NA,62900,americas,america_north,america
Dominican Republic,1963,2940,59.5,3640000,americas,america_north,america
Ecuador,1963,4570,59.6,4950000,americas,america_south,america
Egypt,1963,2100,49.1,29300000,africa,africa_north,middle_east_north_africa
El Salvador,1963,4380,55.4,3020000,americas,america_north,america
Equatorial Guinea,1963,888,41.6,267000,africa,africa_sub_saharan,sub_saharan_africa
